[Gene ID]	[Transcript ID]	[Product Description]	[Gene Type]	[Gene Name or Symbol]	[Entrez Gene ID]	[UniProt ID]	
PF3D7_0208700	PF3D7_0208700.1	conserved Plasmodium protein, unknown function, unspecified product	protein coding	N/A	812679	C6S3B3,Q8I662	
PF3D7_0208700	PF3D7_0208700.2	conserved Plasmodium protein, unknown function, unspecified product	protein coding	N/A	812679	C6S3B3,Q8I662	
PF3D7_0208800	PF3D7_0208800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812680	O96174	
PF3D7_0208900	PF3D7_0208900.1	6-cysteine protein	protein coding	P230p	812681	O96175	
PF3D7_0209000	PF3D7_0209000.1	6-cysteine protein	protein coding	P230	812682	P68874	
PF3D7_0209100	PF3D7_0209100.1	phospholipase A2, putative	protein coding	N/A	812683	O96176	
PF3D7_0209200	PF3D7_0209200.1	3'exoribonuclease, putative	protein coding	N/A	812684	O96177	
PF3D7_0209300	PF3D7_0209300.1	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	protein coding	IspF	812685	P62368	
PF3D7_0209400	PF3D7_0209400.1	conserved protein, unknown function	protein coding	N/A	8444970	C6S3B4	
PF3D7_0209500	PF3D7_0209500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812686	O96179	
PF3D7_0209600	PF3D7_0209600.1	transporter, putative	protein coding	N/A	812687	O96181	
PF3D7_0209700	PF3D7_0209700.1	RING zinc finger protein, putative	protein coding	N/A	812688	O96182	
PF3D7_0209800	PF3D7_0209800.1	ATP-dependent RNA helicase UAP56	protein coding	UAP56	812689	Q9TY94	
PF3D7_0209900	PF3D7_0209900.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_0210000	PF3D7_0210000.1	secretory complex protein 61 gamma subunit	protein coding	Sec61-gamma	812690	O96183	
PF3D7_0210100	PF3D7_0210100.1	60S ribosomal protein L37ae, putative	protein coding	N/A	812691	O96184	
PF3D7_0210100	PF3D7_0210100.2	60S ribosomal protein L37ae, putative	protein coding	N/A	812691	O96184	
PF3D7_0210200	PF3D7_0210200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812692	O96185	
PF3D7_0210300	PF3D7_0210300.1	monocarboxylate transporter, putative	protein coding	N/A	812693	O96186	
PF3D7_0210400	PF3D7_0210400.1	50S ribosomal protein L33, putative	protein coding	N/A	8444973	C6S3B5	
PF3D7_0210500	PF3D7_0210500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812694	O96187	
PF3D7_0210600	PF3D7_0210600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812695	O96188	
PF3D7_0210700	PF3D7_0210700.1	syntaxin, Qa-SNARE family	protein coding	SYN17	812696	O96189	
PF3D7_0210800	PF3D7_0210800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812697	O96190	
PF3D7_0210900	PF3D7_0210900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812698	O96191	
PF3D7_0211000	PF3D7_0211000.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_0211100	PF3D7_0211100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812699	O96192	
PF3D7_0211200	PF3D7_0211200.1	ras-related protein Rab-5A	protein coding	RAB5a	812700	O96193	
PF3D7_0211300	PF3D7_0211300.1	ubiquinol-cytochrome-c reductase complex assembly factor 1, putative	protein coding	N/A	812701	Q8I661	
PF3D7_0211400	PF3D7_0211400.1	beta-ketoacyl-ACP synthase III	protein coding	KASIII	812702	Q7KWI9	
PF3D7_0211500	PF3D7_0211500.1	GAF domain-related protein, putative	protein coding	N/A	812703	O96195	
PF3D7_0211600	PF3D7_0211600.1	UDP-N-acetylglucosamine transferase subunit ALG14, putative	protein coding	ALG14	812704	O96196	
PF3D7_0211700	PF3D7_0211700.1	tyrosine kinase-like protein, putative	protein coding	TKL1	812705	O96197	
PF3D7_0211800	PF3D7_0211800.1	asparagine--tRNA ligase	protein coding	AsnRS	812706	O96198	
PF3D7_0211900	PF3D7_0211900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812707	O96199	
PF3D7_0212000	PF3D7_0212000.1	GDP-fructose:GMP antiporter, putative	protein coding	N/A	812708	O96200	
PF3D7_0212100	PF3D7_0212100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812709	O96201	
PF3D7_0212200	PF3D7_0212200.1	mitochondrial ribosomal protein L12 precursor, putative	protein coding	N/A	812710	O96202	
PF3D7_0212300	PF3D7_0212300.1	peptide chain release factor subunit 1, putative	protein coding	N/A	812711	O96203	
PF3D7_0212400	PF3D7_0212400.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	812712	O96204	
PF3D7_0212500	PF3D7_0212500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812713	O96205	
PF3D7_0212600	PF3D7_0212600.1	secreted protein with altered thrombospondin repeat domain	protein coding	SPATR	812714	O96207	
PF3D7_0212700	PF3D7_0212700.1	SRR1-like protein	protein coding	N/A	812715	O96208	
PF3D7_0212800	PF3D7_0212800.1	multidrug efflux pump, putative	protein coding	MATE	812716	O96209	
PF3D7_0212900	PF3D7_0212900.1	leucyl/phenylalanyl-tRNA--protein transferase, putative	protein coding	N/A	812717	O96210	
PF3D7_0213000	PF3D7_0213000.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812718	O96211	
PF3D7_0213100	PF3D7_0213100.1	protein SIS1	protein coding	SIS1	812719	O96212	
PF3D7_0213200	PF3D7_0213200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812720	O96213	
PF3D7_0213300	PF3D7_0213300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	8444945	C6S3B6	
PF3D7_0213400	PF3D7_0213400.1	protein kinase 7	protein coding	PK7	812721	Q7YTF7	
PF3D7_0213500	PF3D7_0213500.1	tetratricopeptide repeat protein, putative	protein coding	N/A	812722	O96215	
PF3D7_0213600	PF3D7_0213600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812723	O96216	
PF3D7_0213700	PF3D7_0213700.1	conserved protein, unknown function	protein coding	N/A	812724	O96217	
PF3D7_0213800	PF3D7_0213800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812725	O96218	
PF3D7_0213900	PF3D7_0213900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812726	O96219	
PF3D7_0214000	PF3D7_0214000.1	T-complex protein 1 subunit theta	protein coding	CCT8	812727	O96220	
PF3D7_0214100	PF3D7_0214100.1	protein transport protein SEC31	protein coding	SEC31	812728	O96221	
PF3D7_0214200	PF3D7_0214200.1	mitochondrial ribosomal protein L13 precursor, putative	protein coding	N/A	812729	O96222	
PF3D7_0214300	PF3D7_0214300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812730	O96223	
PF3D7_0214400	PF3D7_0214400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812731	O96224	
PF3D7_0214500	PF3D7_0214500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812732	O96225	
PF3D7_0214600	PF3D7_0214600.1	serine/threonine protein kinase, putative	protein coding	N/A	812733	O96226	
PF3D7_0214700	PF3D7_0214700.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812734	O96227	
PF3D7_0214800	PF3D7_0214800.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	812735	O96228	
PF3D7_0214900	PF3D7_0214900.1	rhoptry neck protein 6	protein coding	RON6	812736	O96229	
PF3D7_0215000	PF3D7_0215000.1	acyl-CoA synthetase	protein coding	ACS9	812737	O96230	
PF3D7_0215100	PF3D7_0215100.1	RING zinc finger protein, putative	protein coding	N/A	812738	Q8I660	
PF3D7_0215200	PF3D7_0215200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812739	O96231	
PF3D7_0215300	PF3D7_0215300.1	acyl-CoA synthetase	protein coding	ACS8	812740	O96232	
PF3D7_0215400	PF3D7_0215400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812741	O96233	
PF3D7_0215500	PF3D7_0215500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812742	O96234	
PF3D7_0215600	PF3D7_0215600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812743	O96235	
PF3D7_0215700	PF3D7_0215700.1	DNA-directed RNA polymerase II subunit RPB2, putative	protein coding	RPB2	812744	O96236	
PF3D7_0215800	PF3D7_0215800.1	origin recognition complex subunit 5	protein coding	ORC5	812745	O96237	
PF3D7_0215900	PF3D7_0215900.1	palmitoyltransferase DHHC11, putative	protein coding	DHHC11	812746	O96238	
PF3D7_0216000	PF3D7_0216000.1	DEAD/DEAH box helicase, putative	protein coding	N/A	812747	O96239	
PF3D7_0216100	PF3D7_0216100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812748,8445038	C6S3B7,O96240	
PF3D7_0216200	PF3D7_0216200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	N/A	N/A	
PF3D7_0216300	PF3D7_0216300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812749	O96242	
PF3D7_0216400	PF3D7_0216400.1	vacuolar protein sorting-associated protein 45, putative	protein coding	VPS45	812750	O96243	
PF3D7_0216500	PF3D7_0216500.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812751	O96244	
PF3D7_0216600	PF3D7_0216600.1	MtN3-like protein	protein coding	N/A	812752	O96245	
PF3D7_0216700	PF3D7_0216700.1	autophagy-related protein 11, putative	protein coding	ATG11	812753	Q8I659	
PF3D7_0216700	PF3D7_0216700.2	autophagy-related protein 11, putative	protein coding	ATG11	812753	Q8I659	
PF3D7_0216800	PF3D7_0216800.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	812754	O96246	
PF3D7_0216900	PF3D7_0216900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812755	O96248	
PF3D7_0217000	PF3D7_0217000.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	812756	O96251	
PF3D7_0217100	PF3D7_0217100.1	ATP synthase F1, alpha subunit	protein coding	N/A	812757	O96252	
PF3D7_0217200	PF3D7_0217200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812758	O96253	
PF3D7_0217300	PF3D7_0217300.1	AP-2 complex subunit sigma, putative	protein coding	N/A	812759	O96254	
PF3D7_0217400	PF3D7_0217400.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812760	O96255	
PF3D7_0217500	PF3D7_0217500.1	calcium-dependent protein kinase 1	protein coding	CDPK1	812762	P62344	
PF3D7_0217600	PF3D7_0217600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812763	O96256	
PF3D7_0217700	PF3D7_0217700.1	E2F-associated phosphoprotein, putative	protein coding	N/A	812764	Q8I657	
PF3D7_0217800	PF3D7_0217800.1	40S ribosomal protein S26	protein coding	RPS26	812765	O96258	
PF3D7_0217900	PF3D7_0217900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812766	O96259	
PF3D7_0218000	PF3D7_0218000.1	replication factor C subunit 2, putative	protein coding	RFC2	812767	O96260	
PF3D7_0218100	PF3D7_0218100.1	conserved Plasmodium membrane protein, unknown function	protein coding	N/A	812768	O96261	
PF3D7_0218200	PF3D7_0218200.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812769,8444965	C6S3B8,O96263	
PF3D7_0218300	PF3D7_0218300.1	apicoplast RNA methyltransferase precursor, putative	protein coding	N/A	N/A	N/A	
PF3D7_0218400	PF3D7_0218400.1	ATP-dependent RNA helicase DDX47, putative	protein coding	DDX47	812770	O96264	
PF3D7_0218500	PF3D7_0218500.1	small nuclear ribonucleoprotein Sm D2, putative	protein coding	SNRPD2	812771	O96265	
PF3D7_0218600	PF3D7_0218600.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812772	O96266	
PF3D7_0218700	PF3D7_0218700.1	pre-mRNA-processing protein 45, putative	protein coding	PRP45	812773	O96267	
PF3D7_0218800	PF3D7_0218800.1	ribonuclease P	non protein coding	N/A	N/A	N/A	
PF3D7_0218900	PF3D7_0218900.1	Plasmodium RNA of unknown function RUF2	non protein coding	N/A	N/A	N/A	
PF3D7_0219000	PF3D7_0219000.1	small nucleolar RNA snoR01	snoRNA encoding	N/A	N/A	N/A	
PF3D7_0219100	PF3D7_0219100.1	conserved protein, unknown function	protein coding	N/A	812774	O96268	
PF3D7_0219200	PF3D7_0219200.1	40S ribosomal protein S30	protein coding	N/A	812775	O96269	
PF3D7_0219300	PF3D7_0219300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	812776	Q8I656	
PF3D7_0219400	PF3D7_0219400.1	ribosome associated membrane protein RAMP4, putative, unspecified product	protein coding	N/A	812777	Q8I655	
PF3D7_0219400	PF3D7_0219400.2	ribosome associated membrane protein RAMP4, putative, unspecified product	protein coding	N/A	812777	Q8I655	
PF3D7_0219500	PF3D7_0219500.1	pseudouridine synthase, putative	protein coding	N/A	812778	O96270	
PF3D7_0219600	PF3D7_0219600.1	replication factor C subunit 1, putative	protein coding	RFC1	812779	O96271	
PF3D7_0219700	PF3D7_0219700.1	Plasmodium exported protein (PHISTc), unknown function	protein coding	GEXP20	812780	O96272	
PF3D7_0219800	PF3D7_0219800.1	Plasmodium exported protein (PHISTc), unknown function	protein coding	N/A	812781	O96273	
PF3D7_0219900	PF3D7_0219900.1	Plasmodium exported protein, unknown function	protein coding	N/A	812782	O96274	
PF3D7_0220000	PF3D7_0220000.1	liver stage antigen 3	protein coding	LSA3	812783	O96275	
PF3D7_0220100	PF3D7_0220100.1	DnaJ protein, putative	protein coding	N/A	812784	O96276	
PF3D7_0220200	PF3D7_0220200.1	Plasmodium exported protein, unknown function	protein coding	N/A	812785	Q7KWI7	
PF3D7_0220300	PF3D7_0220300.1	Plasmodium exported protein, unknown function	protein coding	N/A	812786	Q8I654	
PF3D7_0220400	PF3D7_0220400.1	DnaJ protein, putative, pseudogene	protein coding	N/A	812787	O96277	
PF3D7_0220500	PF3D7_0220500.1	Plasmodium exported protein (hyp2), unknown function	protein coding	N/A	812788	Q7KWI6	
PF3D7_0220600	PF3D7_0220600.1	Plasmodium exported protein (hyp9), unknown function	protein coding	N/A	812789	O96278	
PF3D7_0220700	PF3D7_0220700.1	Plasmodium exported protein (hyp9), unknown function	protein coding	N/A	812790	Q8I653	
PF3D7_0220800	PF3D7_0220800.1	cytoadherence linked asexual protein 2	protein coding	CLAG2	812791	O96279	
PF3D7_0220900	PF3D7_0220900.1	Plasmodium exported protein, unknown function, pseudogene	protein coding	N/A	812792	O96281	
PF3D7_0221000	PF3D7_0221000.1	Plasmodium exported protein, unknown function	protein coding	N/A	812793	O96282	
PF3D7_0221100	PF3D7_0221100.1	Plasmodium exported protein, unknown function, pseudogene	protein coding	N/A	8445020	N/A	
PF3D7_0221200	PF3D7_0221200.1	Plasmodium exported protein (hyp15), unknown function	protein coding	N/A	812794	Q8I652	
PF3D7_0221300	PF3D7_0221300.1	Plasmodium exported protein, unknown function, pseudogene	protein coding	N/A	N/A	N/A	
PF3D7_0221400	PF3D7_0221400.1	stevor	protein coding	N/A	812795	O96283	
PF3D7_0221500	PF3D7_0221500.1	Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene	protein coding	N/A	812796	N/A	
PF3D7_0221600	PF3D7_0221600.1	Plasmodium exported protein, unknown function, pseudogene	protein coding	N/A	812797	N/A	
PF3D7_0221650	PF3D7_0221650.1	Plasmodium exported protein, unknown function, pseudogene	protein coding	N/A	N/A	N/A	
PF3D7_0221700	PF3D7_0221700.1	Plasmodium exported protein, unknown function	protein coding	N/A	812798	O96286	
PF3D7_0221800	PF3D7_0221800.1	hypothetical protein	protein coding	N/A	812799	Q8I651	
PF3D7_0221900	PF3D7_0221900.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	N/A	812800,812801,812802	Q8I648,Q8I649,Q8I650	
PF3D7_0222000	PF3D7_0222000.1	exported protein family 1	protein coding	EPF1	812804	N/A	
PF3D7_0222100	PF3D7_0222100.1	Pfmc-2TM Maurer's cleft two transmembrane protein	protein coding	MC-2TM	812805	O96287	
PF3D7_0222200	PF3D7_0222200.1	exported protein family 3	protein coding	EPF3	812806	N/A	
PF3D7_0222300	PF3D7_0222300.1	exported protein family 4, pseudogene	protein coding	EPF4	812807	N/A	
PF3D7_0222400	PF3D7_0222400.1	rifin, pseudogene	protein coding	RIF	812808	N/A	
PF3D7_0222500	PF3D7_0222500.1	rifin	protein coding	RIF	812809	O96288	
PF3D7_0222600	PF3D7_0222600.1	rifin	protein coding	RIF	812810	O96289	
PF3D7_0222700	PF3D7_0222700.1	rifin	protein coding	RIF	812811	O96290	
PF3D7_0222800	PF3D7_0222800.1	stevor	protein coding	N/A	812812	O96291	
PF3D7_0222900	PF3D7_0222900.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	protein coding	VAR	812813,812814	Q8I644,Q8I645	
PF3D7_0223100	PF3D7_0223100.1	rifin	protein coding	RIF	812815	O96292	
PF3D7_0223200	PF3D7_0223200.1	rifin	protein coding	RIF	812816	O96293	
PF3D7_0223300	PF3D7_0223300.1	erythrocyte membrane protein 1 (PfEMP1), exon 2	protein coding	N/A	812817	O96294	
PF3D7_0223400	PF3D7_0223400.1	rifin	protein coding	RIF	812818	O96295	
PF3D7_0223500	PF3D7_0223500.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	812819	O96296	
PF3D7_0300100	PF3D7_0300100.1	erythrocyte membrane protein 1, PfEMP1	protein coding	VAR	814321	O97324	
PF3D7_0300200	PF3D7_0300200.1	rifin	protein coding	RIF	814322	O97325	
PF3D7_0300300	PF3D7_0300300.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	protein coding	VAR	814323	N/A	
PF3D7_0300400	PF3D7_0300400.1	stevor	protein coding	N/A	814324	Q9U5L9	
PF3D7_0300500	PF3D7_0300500.1	rifin	protein coding	RIF	814325	O97326	
PF3D7_0300600	PF3D7_0300600.1	Plasmodium exported protein, unknown function, fragment	protein coding	N/A	N/A	N/A	
PF3D7_0300700	PF3D7_0300700.1	rifin	protein coding	RIF	814326	O97327	
PF3D7_0300800	PF3D7_0300800.1	rifin	protein coding	RIF	4794143	O97328	
PF3D7_0300900	PF3D7_0300900.1	stevor-like	protein coding	N/A	814327	O97329	
PF3D7_0301000	PF3D7_0301000.1	acyl-CoA synthetase	protein coding	ACS2	814328	O97330	
PF3D7_0301100	PF3D7_0301100.1	Plasmodium exported protein (hyp13), unknown function	protein coding	N/A	814329	O97335	
PF3D7_0301200	PF3D7_0301200.1	serine/threonine protein kinase, FIKK family	protein coding	FIKK3	9221788	C0H466	
PF3D7_0301300	PF3D7_0301300.1	alpha/beta hydrolase, putative	protein coding	N/A	814331	Q9Y013	
PF3D7_0301400	PF3D7_0301400.1	Plasmodium exported protein, unknown function	protein coding	N/A	9221787	C0H467	
PF3D7_0301500	PF3D7_0301500.1	Plasmodium exported protein, unknown function	protein coding	N/A	814333	O97331	
PF3D7_0301600	PF3D7_0301600.1	Plasmodium exported protein (hyp1), unknown function	protein coding	GEXP21	9221772	C0H468	
PF3D7_0301700	PF3D7_0301700.1	Plasmodium exported protein, unknown function	protein coding	N/A	814335	O97336	
PF3D7_0301800	PF3D7_0301800.1	Plasmodium exported protein, unknown function	protein coding	N/A	814336	O97332	
PF3D7_0301900	PF3D7_0301900.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814337	O97333	
PF3D7_0302000	PF3D7_0302000.1	pre-mRNA-splicing factor PRP46, putative	protein coding	PRP46	814338	O97334	
PF3D7_0302100	PF3D7_0302100.1	serine/threonine protein kinase	protein coding	SRPK1	814339	O77306	
PF3D7_0302200	PF3D7_0302200.1	cytoadherence linked asexual protein 3.2	protein coding	CLAG3.2	814340	O77309	
PF3D7_0302300	PF3D7_0302300.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	N/A	9221791	N/A	
PF3D7_0302400	PF3D7_0302400.1	unspecified product	non protein coding	N/A	N/A	N/A	
PF3D7_0302500	PF3D7_0302500.1	cytoadherence linked asexual protein 3.1	protein coding	CLAG3.1	814342	O77310	
PF3D7_0302600	PF3D7_0302600.1	ABC transporter B family member 4, putative	protein coding	ABCB4	814343	O77308	
PF3D7_0302700	PF3D7_0302700.1	CDGSH iron-sulfur domain-containing protein, putative	protein coding	N/A	814344	Q9NDU7	
PF3D7_0302800	PF3D7_0302800.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814345	O77316	
PF3D7_0302900	PF3D7_0302900.1	exportin-1, putative	protein coding	N/A	814346	O77312	
PF3D7_0303000	PF3D7_0303000.1	N-ethylmaleimide-sensitive fusion protein	protein coding	NSF	814347	O77313	
PF3D7_0303100	PF3D7_0303100.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814348	O77314	
PF3D7_0303200	PF3D7_0303200.1	HAD superfamily protein, putative	protein coding	N/A	814349	O77317	
PF3D7_0303300	PF3D7_0303300.1	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	protein coding	RPB6	814350	O77315	
PF3D7_0303400	PF3D7_0303400.1	palmitoyltransferase DHHC1	protein coding	DHHC1	814351	O97224	
PF3D7_0303500	PF3D7_0303500.1	spindle pole body protein, putative	protein coding	N/A	814352	O97225	
PF3D7_0303600	PF3D7_0303600.1	plasmoredoxin	protein coding	Plrx	814353	Q8I224	
PF3D7_0303700	PF3D7_0303700.1	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	protein coding	BCKDH-E2	814354	O97227	
PF3D7_0303800	PF3D7_0303800.1	IBR domain protein, putative	protein coding	N/A	814355	O97226	
PF3D7_0303900	PF3D7_0303900.1	phosphatidylethanolamine-binding protein, putative	protein coding	N/A	814356	Q9NLB9	
PF3D7_0304000	PF3D7_0304000.1	inner membrane complex protein 1a, putative	protein coding	IMC1a	814357	O97228	
PF3D7_0304100	PF3D7_0304100.1	inner membrane complex protein 1e, putative	protein coding	IMC1e	814358	O97229	
PF3D7_0304200	PF3D7_0304200.1	EH domain-containing protein	protein coding	EHD	814359	Q9NLB8	
PF3D7_0304300	PF3D7_0304300.1	conserved Plasmodium protein, unknown function	protein coding	N/A	814361	O97230	
PF3D7_0304400	PF3D7_0304400.1	60S ribosomal protein L44	protein coding	RPL44	814362	O97231	
PF3D7_0304500	PF3D7_0304500.1	1-cys-glutaredoxin-like protein-1	protein coding	GLP1	814363	O97232	
